DateTime,RR Interval Mean,RR Interval Std,GSR Diff Mean,GSR Diff Std,Accelerometer Mean,Accelerometer Std
2017-05-28 13:21:14,0.639713777778,0.179071536414,-2.9186746988,51.0503768503,0.0,0.0
2017-05-28 13:22:00,0.595609327511,0.115203924497,-0.157549234136,105.912794487,0.0,0.0
2017-05-28 13:23:00,0.570682864198,0.0612370778515,1.2625,45.6702156088,0.0,0.0
2017-05-28 14:21:51,0.854883047619,0.354109015664,0.9,33963.7380641,0.0,0.0
2017-05-28 14:22:18,0.715235583596,0.0668007116869,-0.193037974684,24.6499046577,0.0,0.0
2017-05-28 14:23:00,0.745332971554,0.0575871749781,0.0789473684211,4.29686694682,0.0,0.0
2017-05-28 14:24:00,0.686843448578,0.0566174151366,3.13377192982,139.227102435,0.0,0.0
2017-05-28 14:25:00,0.738196515556,0.106011395223,-5.18262806236,107.837077315,0.0,0.0
2017-05-28 14:26:00,0.694830844639,0.0784445462,-0.25,12.82023996,0.0,0.0
2017-05-28 14:27:00,0.710551492341,0.0345883450322,-0.206140350877,17.0361215064,0.0,0.0
2017-05-28 14:28:00,0.69635571116,0.100238158308,1.35745614035,88.1593545037,0.0,0.0
2017-05-28 14:29:00,0.719415875831,0.207672149967,-1.03555555556,187.168429384,0.0,0.0
2017-05-28 14:30:00,0.816817200883,0.280459836447,1.67256637168,968.283685416,0.0,0.0
2017-05-28 14:31:00,0.798848525164,0.18814845837,3.29166666667,59.7038048747,0.0,0.0
2017-05-28 14:32:00,0.731899623632,0.132802488708,-5.05043859649,142.992637523,0.0,0.0
2017-05-28 14:33:00,0.713056630197,0.0719961701653,-0.449561403509,5.95650166527,0.0,0.0
2017-05-28 14:34:00,0.705779701205,0.204740091325,3.68357487923,330.881079489,0.0,0.0
2017-05-28 14:35:02,0.763085168142,0.233224739908,0.502222222222,29261.6865201,0.0,0.0
2017-05-28 14:43:16,0.623116122699,0.21550115005,-38.7538461538,1419.75261584,0.0,0.0
2017-05-28 14:44:00,0.703529781659,0.0153515619985,-0.859956236324,13.4781643004,0.0,0.0
2017-05-28 14:45:00,0.71030352,0.119374683686,-2.5037593985,12161.9645343,0.0,0.0
2017-05-28 14:46:00,0.697807964989,0.124329266692,-1.43859649123,257.655268639,0.0,0.0
2017-05-28 14:47:00,0.694104717724,0.0681298033904,-0.405701754386,195.635267205,0.0,0.0
2017-05-28 14:48:00,0.706630407002,0.0292128266948,-0.84649122807,10.5018016819,0.0,0.0
2017-05-28 14:49:00,0.726641695364,0.0443453077203,-0.431415929204,238.173585439,0.0,0.0
2017-05-28 14:50:00,0.743803428571,0.198361935098,8.46244131455,19426.0499701,0.0,0.0
2017-05-28 14:51:00,0.800962846154,0.148003182433,-12.0939759036,13921.503699,0.0,0.0
2017-05-28 14:52:00,0.753647124726,0.0906840074407,-0.589912280702,128.702672391,0.0,0.0
2017-05-28 14:53:00,0.736911054545,0.09050807139,-0.403189066059,79.3108361889,0.0,0.0
2017-05-28 14:57:04,0.741787622642,0.0359067872851,1.23877068558,31.025760827,0.0,0.0
2017-05-28 14:58:00,0.727470249453,0.0785244905974,-0.265350877193,6.18623481551,0.0,0.0
